company,companyPbId,dealPbId,dealDate,dealSize,dealSizeStatus,investors,dealType,dealSynopsis
Sociable AI,590364-28,254781-64T,26-Jun-2023,,,Do Good Institute,Accelerator/Incubator,"The company joined Do Good Institute as a part of its Do Good Accelerator on June 26, 2023. No equity or funding was exchanged as a result of this program."
Sociable AI,590364-28,270388-27T,01-Aug-2024,,,Brickyard,Early Stage VC,The company raised an undisclosed amount of venture funding from Brickyard in approximately August 2024.
Sociable AI,590364-28,288317-80T,,,,Startup Shell,Accelerator/Incubator,The company joined Startup Shell on an undisclosed date. No equity or funding was exchanged as a result of this program.
SoHive,521190-73,270321-67T,19-Aug-2024,,,TEDCO,Accelerator/Incubator,"The company is in talks with TEDCO as of August 19, 2024."
Sonavex,107931-43,59723-11T,06-Sep-2015,0.33,Actual,"National Heart, Lung, and Blood Institute, National Science Foundation",Grant,"The company received $325,000 of grant funding from National Science Foundation and National Heart, Lung and Blood Institute on September 6, 2015"
Sonavex,107931-43,59727-70T,19-Sep-2015,0.32,Actual,"A-Level Capital, Abell Foundation, Baltimore Angels, Blue Jay Syndicate, Charles Huang (Charles Huang), Eric Zahler (Eric Zahler), John Cammack (John Cammack), Paul Grossinger (Paul Grossinger), Truttaceous",Seed Round,"The company raised $320,192 of Seed funding from The Abell Foundation, Truttaceous and A-Level Capital on September 19, 2015, putting the company's pre-money valuation at $579,809. Baltimore Angels, John Cammack, Paul Grossinger, Charles Huang, Eric Zahler, Blue Jay Syndicate and other undisclosed investors also participated in the round. The funding will be used to advance the development of its ultrasound-based technology to detect potentially catastrophic post-operative clots."
Sonavex,107931-43,74384-38T,07-Dec-2017,4.50,Actual,"Abell Foundation, CRCM Ventures, Fusion Fund (Lu Zhang), Grey Sky Venture Partners, Houston Angel Network, Keiretsu Capital (Nathan McDonald), MBX Capital, TEDCO, The Washington Medical Technology Angel Network",Early Stage VC,"The company raised $4.5 million of Series A venture funding in a deal led by Grey Sky Venture Partners on December 7, 2017, putting the company's pre-money valuation at $3.00 million. The Abell Foundation, CRCM Ventures, MBX Capital, Fusion Fund, Keiretsu Capital, TEDCO, The Washington Medical Technology Angel Network, Houston Angel Network and other undisclosed investors also participated in the round. The funds will be used to drive the commercialization of the company's ultrasound device that detects blood clots in patients after surgery."
Sonavex,107931-43,75847-24T,30-Jun-2015,0.43,Actual,National Science Foundation,Grant,"The company received $430,000 of grant funding from National Science Foundation on June 30, 2015."
Sonavex,107931-43,92609-20T,07-Aug-2017,,,Texas Medical Center,Accelerator/Incubator,"The company joined TMCx Innovation as a part of its 2017 New Medical Device Class on August 7, 2017 and received an undisclosed amount in funding."
Sonavex,107931-43,125848-81T,31-Jan-2020,4.30,Actual,"Adi Family Office, AG Collective Capital, David Gutelius, Fusion Fund, Gaingels, Texas Medical Center",Later Stage VC,"The company raised $4.3 million of Series A1 venture funding from Texas Medical Center, Fusion Fund and Gaingels on January 31, 2020, putting the company's pre-money valuation at $23.7 million. AG Collective Capital, David Gutelius and Adi Family Office also participated in the round. The company will use the funds to support the limited clinical release of flagship products."
Sonavex,107931-43,125848-99T,29-Aug-2019,3.00,Actual,"National Heart, Lung, and Blood Institute",Grant,"The company received $3 million of grant funding from National Heart, Lung, and Blood Institute on August 29, 2019. The funds will be used to use the company's EchoMark and EchoSure devices to support arteriovenous (AV) fistula maturation and long-term viability."
Sonavex,107931-43,154346-23T,15-Apr-2020,0.19,Actual,,Debt - PPP,"The company was approved for $193,244 Paycheck Protection Program from Silicon Valley Bank on April 15, 2020. The application cited 11 jobs to be retained with the financing."
Sonavex,107931-43,200125-63T,25-May-2022,1.70,Actual,National Institute of Diabetes and Digestive and Kidney Diseases,Grant,"The company received $1.7 million of grant funding from National Institute of Diabetes and Digestive and Kidney Diseases on May 25, 2022. The funds will be used for ongoing research and development activities and user validation testing to demonstrate improved cannulation success."
Sonavex,107931-43,203878-27T,15-Sep-2021,1.70,Actual,National Institutes of Health,Grant,"The company received $1.7 million of grant funding from National Institutes of Health on September 15, 2021."
Sonavex,107931-43,203988-07T,01-Jun-2019,0.50,Actual,National Science Foundation,Grant,"The company received $500,000 of grant funding from National Science Foundation on June 1, 2019."
Sonavex,107931-43,203988-16T,01-Jul-2018,0.15,Actual,National Science Foundation,Grant,"The company received $150,000 of grant funding from National Science Foundation on July 1, 2018."
Sonavex,107931-43,211751-56T,30-Jun-2022,0.50,Actual,"National Heart, Lung, and Blood Institute",Grant,"The company received $500,000 of grant funding from National Heart, Lung, and Blood Institute on June 30, 2022."
Sonavex,107931-43,232593-40T,,,,,Secondary Transaction - Private,Grey Sky Venture Partners sold a stake in the company to an undisclosed buyer.
Sonavex,107931-43,248963-95T,01-Jun-2020,,,MedTech Innovator,Accelerator/Incubator,"The company joined MedTech Innovator on June 1, 2020."
Sonavex,107931-43,256786-21T,25-Oct-2024,15.00,Actual,"Accelerator Venture Partners, Biohealth Innovation, GenHenn Capital (Michael Hennessy), JStar Capital, Keiretsu Forum, Oakwood Circle Ventures, Partners Investment, Riptide Ventures, T-20 Angel Investments, TEDCO (Katherine Hill Ritchie), Treedom House, Unorthodox Ventures",Later Stage VC,"The company raised $15 million of Series A2 venture funding from Biohealth Innovation, JStar Capital and Partners Investment on October 25, 2024, putting the company's pre-money valuation at $30 million. Keiretsu Forum, Unorthodox Ventures, Accelerator Venture Partners, TEDCO, Riptide Ventures, T-20 Angel Investments, Treedom House, GenHenn Capital, Oakwood Circle Ventures, and other undisclosed investors also participated in the round. The funds will be used to support the development of EchoMark and EchoSure."
Sonavex,107931-43,267293-62T,01-Jan-2020,,,ASPS Innovation & Entrepreneurship Hub,Accelerator/Incubator,The company joined ASPS Innovation & Entrepreneurship Hub as a part of MTI Accelerator in 2020. No equity or funding was exchanged as a result of this program.
Sonavex,107931-43,284870-71T,25-Sep-2024,2.00,Actual,National Institutes of Health,Grant,"The company received $2 million of grant funding from National Institutes of Health on September 25, 2024. The funds will be used to support activities necessary to pursue regulatory clearance from the Food and Drug Administration and fund a clinical trial."
Sonavex,107931-43,284871-07T,01-Jan-2013,0.01,Actual,Stu Clark Centre for Entrepreneurship,Grant,"The company participated in Graduate - Business Plan Competition and was awarded $10,000 prize by Stu Clark Centre for Entrepreneurship in 2013."
SpherIngenics,99614-17,40721-41T,,,,"Georgia Tech VentureLab, VA Bio+Tech Park",Accelerator/Incubator,The company joined Georgia Tech VentureLab on an undisclosed date. Virginia BioTechnology Research Park also participated.
SpherIngenics,99614-17,40721-50T,23-Mar-2011,0.15,Actual,"Armed Forces Medical Examiner System, United States Department of Defense",Grant,"The company received $150,000 of grant funding from United States Department of Defense and Armed Forces Medical Examiner System on March 23, 2011."
SpherIngenics,99614-17,40721-59T,01-Jan-2015,1.73,Actual,"Armed Forces Medical Examiner System, United States Department of Defense",Grant,The company received $1.73 million of grant funding from the United States Department of Defense and Armed Forces Medical Examiner System in 2015. The funds will be used to examine whether delivering microbeads full of stem cells can enhance cartilage repair and regeneration of craniofacial defects in an animal model.
SpherIngenics,99614-17,253113-76T,07-Dec-2016,,,,Out of Business,"The company is no longer actively in business as of December 7, 2016."
SpreadKarma,542350-45,247751-29T,,,,Ignite Capital (VC),Early Stage VC,The company raised venture funding from Ignite Capital on an undisclosed date.
SpreadKarma,542350-45,283508-56T,15-Dec-2020,0.01,Actual,Johns Hopkins Technology Ventures,Accelerator/Incubator,"The company joined Johns Hopkins Technology Ventures as a part of its 2020-21 cohort of the Social Innovation Lab on December 15, 2020 and received $5,000 in funding in the form of a grant."
SpringGem Weather Information,494335-54,191201-14T,01-Feb-2022,0.02,Actual,National Science Foundation Innovation Corps Program,Grant,"The company received $20,000 of grant funding from National Science Foundation Innovation Corps Program in February 2022."
SpringGem Weather Information,494335-54,191411-65T,01-Jan-2020,0.23,Actual,Small Business Innovation Research and Small Business Technology Transfer Programs,Grant,"The company received $225,000 of grant funding from Small Business Innovation Research and Small Business Technology Transfer Programs in 2020."
SpringGem Weather Information,494335-54,191412-55T,,,,,Seed Round,The company raised seed funding on an undisclosed date.
SpringGem Weather Information,494335-54,276882-85T,,,,Maryland Energy Innovation Accelerator,Accelerator/Incubator,The company joined Maryland Energy Innovation Accelerator on an undisclosed date. No equity or funding was exchanged as a result of this program.
Stacksdata,98622-82,61038-28T,21-Aug-2015,0.13,Actual,ETC Baltimore,Accelerator/Incubator,"The company joined ETC Baltimore on August 21, 2015 and received $125,000 in funding. The funding was raised initially in the form of convertible debt which subsequently converted into equity."
Stacksdata,98622-82,200630-17T,21-Sep-2015,,,TEDCO,Early Stage VC,"The company raised an undisclosed amount of venture funding from TEDCO on September 21, 2015."
Stacksdata,98622-82,222886-63T,01-Dec-2022,,,,Secondary Transaction - Private,ETC Baltimore and TEDCO sold their stake in the company to an undisclosed buyer in approximately December 2022.
StoCastic,185298-94,111993-22T,01-Mar-2016,0.22,Actual,National Science Foundation,Grant,"The company received a $224,777 SBIR Phase I grant from National Science Foundation in 2016."
StoCastic,185298-94,111993-40T,15-Sep-2017,1.01,Actual,National Science Foundation,Grant,"The company received $1.01 million of grant funding from National Science Foundation on September 15, 2017."
StoCastic,185298-94,111993-67T,01-Jan-2017,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Fast Forward at Johns Hopkins University in 2017.
StoCastic,185298-94,205916-68T,03-Oct-2022,,,Beckman Coulter (Jeff Figg),Merger/Acquisition,"The company was acquired by Beckman Coulter, a subsidiary of Danaher (NYS: DHR), for an undisclosed amount on October 3, 2022. With the StoCastic acquisition, we combine Beckman Coulter Diagnostics biomarkers with TriageGo's evidence-based CDS to generate advanced decision support insights."
StoCastic,185298-94,281020-24T,01-Jan-2020,0.01,Actual,StarTUp Accelerator (Towson University),Accelerator/Incubator,"The company joined StarTUp Accelerator in 2020 and received $10,000 in funding."
Strategic Soft Skills Institute,180266-14,86905-81T,01-Jan-2001,,,,Merger/Acquisition,The company was acquired by LMA for an undisclosed amount in 2001.
Strategic Soft Skills Institute,180266-14,86906-35T,01-Jan-2016,,,Bureau Zuidema,Merger/Acquisition,The company was acquired by Bureau Zuidema for an undisclosed amount in 2016.
Strategic Soft Skills Institute,180266-14,263229-94T,22-Mar-2023,0.10,Actual,,Debt - General,
Sustainabli,590388-04,254783-62T,01-Jan-2022,,,TERP Startup Laboratory,Accelerator/Incubator,The company joined TERP Startup Laboratory as a part of 2022 cohort and received funding in the form of grant.
Sustainabli,590388-04,277110-28T,17-Jun-2024,0.01,Actual,Maryland Energy Innovation Accelerator,Grant,"The company received $1,000 of grant funding from Maryland Energy Innovation Accelerator on June 17, 2024."
